video_id,url,titulo,likes,dislikes,salvos,downloads,duracao,comentarios,qualidade_px,canal_id,canal_nome,canal_inscritos,categorias,palavras_chave,descricao,data_postagem,visibilidade,playlist_id,playlist_nome,idioma
kGyahId0y1N,https://www.youtube.com/watch?v=kGyahId0y1N,Erros comuns em Finanças pessoais e como evitar (23),84054,1429,11118,12397,00:08:29,1547,720,UC1000040371,Canal Finanças pessoais 41,1172504,Ciência;Fitness,games;notícias;treino;ciência,"Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Neste vídeo, você vai ver erros comuns em finanças pessoais e como evitar (23) com exemplos diretos.",2021-05-20,PUBLICO,,,pt-BR
8LZ_iuja1AV,https://www.youtube.com/watch?v=8LZ_iuja1AV,Erros comuns em Finanças pessoais e como evitar (24),118695,7125,13796,2776,00:13:40,14569,360,UC1000040371,Canal Finanças pessoais 41,1172504,Ciência;Música;Fitness,saúde;ciência;2024;dicas;django;review,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Neste vídeo, você vai ver erros comuns em finanças pessoais e como evitar (24) com exemplos diretos.",2022-09-04,PUBLICO,PL100040249,Finanças pessoais — Série 2,es
R5C5DzMj5tb,https://www.youtube.com/watch?v=R5C5DzMj5tb,Como melhorar em Finanças pessoais (dicas rápidas) [25],10464,389,2237,803,00:56:56,775,480,UC1000040371,Canal Finanças pessoais 41,1172504,Tecnologia;Música,aula;empreendedorismo;avançado;tutorial,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Neste vídeo, você vai ver como melhorar em finanças pessoais (dicas rápidas) [25] com exemplos diretos.",2023-06-13,PUBLICO,,,pt-BR
C5VgF4UxEFS,https://www.youtube.com/watch?v=C5VgF4UxEFS,Como melhorar em Finanças pessoais (dicas rápidas) [26],210465,17169,24184,3113,00:32:39,1142,360,UC1000040371,Canal Finanças pessoais 41,1172504,Música;Humor;Fitness,2024;educação;python;receita;empreendedorismo;carreira,"Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver como melhorar em finanças pessoais (dicas rápidas) [26] com exemplos diretos.",2020-10-03,PUBLICO,PL100040372,Finanças pessoais — Série 3,es
P3SjIrB9gJR,https://www.youtube.com/watch?v=P3SjIrB9gJR,Como melhorar em Finanças pessoais (dicas rápidas) [27],26455,454,4192,6696,00:26:59,77,480,UC1000040371,Canal Finanças pessoais 41,1172504,Humor;Finanças,brasil;iniciante;receita;saúde;django;educação;viagem;economia,"Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Neste vídeo, você vai ver como melhorar em finanças pessoais (dicas rápidas) [27] com exemplos diretos.",2022-12-10,PUBLICO,PL100040372,Finanças pessoais — Série 3,pt-PT
ahjojnQdUvQ,https://www.youtube.com/watch?v=ahjojnQdUvQ,Top 7 truques de Finanças pessoais — edição 28,243978,2863,13261,4718,00:05:47,33160,1080,UC1000040371,Canal Finanças pessoais 41,1172504,Viagem;Finanças,brasil;saúde;avançado;economia,"Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver top 7 truques de finanças pessoais — edição 28 com exemplos diretos. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana.",2024-04-04,PUBLICO,PL100040372,Finanças pessoais — Série 3,pt-PT
EheAe1BDWn2,https://www.youtube.com/watch?v=EheAe1BDWn2,Finanças pessoais: guia completo #29,40496,922,5050,1441,00:33:17,1496,2160,UC1000040371,Canal Finanças pessoais 41,1172504,Vlogs;Tecnologia,música;receita;empreendedorismo;dicas,"Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver finanças pessoais: guia completo #29 com exemplos diretos.",2020-11-23,PUBLICO,PL100040131,Finanças pessoais — Série 1,pt-BR
BgFCyBK3sw0,https://www.youtube.com/watch?v=BgFCyBK3sw0,Como melhorar em Finanças pessoais (dicas rápidas) [30],37171,138,3454,4572,00:56:17,1263,360,UC1000040371,Canal Finanças pessoais 41,1172504,Humor;Fitness,2025;brasil;2024;música;humor;notícias;treino,"Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver como melhorar em finanças pessoais (dicas rápidas) [30] com exemplos diretos. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana.",2023-10-13,PUBLICO,PL100040372,Finanças pessoais — Série 3,en
S0cRrNNbL_4,https://www.youtube.com/watch?v=S0cRrNNbL_4,Finanças pessoais: guia completo #31,4648,56,1014,1097,00:29:14,493,2160,UC1000040371,Canal Finanças pessoais 41,1172504,Finanças;Tecnologia,python;iniciante;produtividade;tutorial,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver finanças pessoais: guia completo #31 com exemplos diretos. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas.",2024-09-18,PRIVADO,PL100040131,Finanças pessoais — Série 1,pt-BR
Y8ZBg5v5q7T,https://www.youtube.com/watch?v=Y8ZBg5v5q7T,Erros comuns em Finanças pessoais e como evitar (32),166429,9122,81045,3250,00:06:04,8178,1440,UC1000040371,Canal Finanças pessoais 41,1172504,Educação;Vlogs,como fazer;notícias;saúde;avançado;treino;viagem;aula;humor,"Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Neste vídeo, você vai ver erros comuns em finanças pessoais e como evitar (32) com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas.",2022-01-10,PUBLICO,PL100040131,Finanças pessoais — Série 1,es
ZzrW0n9XYzz,https://www.youtube.com/watch?v=ZzrW0n9XYzz,Finanças pessoais: guia completo #33,47704,1508,10169,4426,00:41:13,2110,1440,UC1000040371,Canal Finanças pessoais 41,1172504,Fitness;Vlogs;Tecnologia,saúde;receita;viagem;treino;carreira;educação;avançado,"Neste vídeo, você vai ver finanças pessoais: guia completo #33 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois.",2022-06-08,PUBLICO,PL100040372,Finanças pessoais — Série 3,pt-BR
cgkPOgWLhzB,https://www.youtube.com/watch?v=cgkPOgWLhzB,Como melhorar em Finanças pessoais (dicas rápidas) [34],170525,5360,18464,3116,00:37:21,9328,720,UC1000040371,Canal Finanças pessoais 41,1172504,Tecnologia;Fitness,receita;django;aula;tecnologia;educação;como fazer;brasil;review,"Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver como melhorar em finanças pessoais (dicas rápidas) [34] com exemplos diretos. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana.",2025-12-17,PUBLICO,PL100040249,Finanças pessoais — Série 2,pt-BR
k166j_X6CpM,https://www.youtube.com/watch?v=k166j_X6CpM,Top 7 truques de Finanças pessoais — edição 35,24275,1001,13537,3489,00:03:45,36,2160,UC1000040371,Canal Finanças pessoais 41,1172504,Educação,economia;passo a passo;humor;django;aula;dicas;como fazer,"Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver top 7 truques de finanças pessoais — edição 35 com exemplos diretos. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois.",2019-04-22,PUBLICO,PL100040372,Finanças pessoais — Série 3,pt-BR
XFP3fUBWtS0,https://www.youtube.com/watch?v=XFP3fUBWtS0,Erros comuns em Finanças pessoais e como evitar (36),96946,863,3553,5283,00:08:22,7755,1440,UC1000040371,Canal Finanças pessoais 41,1172504,Ciência,review;saúde;python;iniciante,"Neste vídeo, você vai ver erros comuns em finanças pessoais e como evitar (36) com exemplos diretos. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas.",2019-05-14,PUBLICO,PL100040372,Finanças pessoais — Série 3,pt-BR
Uc9iw5vT8nF,https://www.youtube.com/watch?v=Uc9iw5vT8nF,Finanças pessoais na prática — episódio 37,170715,33672,16395,67656,00:40:36,1518,1080,UC1000040371,Canal Finanças pessoais 41,1172504,Fitness;Tecnologia,aula;tecnologia;carreira;avançado;educação;2024;tutorial;economia,"Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver finanças pessoais na prática — episódio 37 com exemplos diretos.",2025-01-21,PUBLICO,,,pt-BR
fcYP97-gJmO,https://www.youtube.com/watch?v=fcYP97-gJmO,Erros comuns em Finanças pessoais e como evitar (38),66386,10221,6723,2929,00:49:53,6899,1080,UC1000040371,Canal Finanças pessoais 41,1172504,Finanças;Culinária;Viagem,música;saúde;2024;tutorial;tecnologia,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver erros comuns em finanças pessoais e como evitar (38) com exemplos diretos. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana.",2024-01-11,PRIVADO,PL100040372,Finanças pessoais — Série 3,en
P19QNah9GC4,https://www.youtube.com/watch?v=P19QNah9GC4,Como melhorar em Finanças pessoais (dicas rápidas) [39],117252,5106,3753,24503,00:26:08,620,1080,UC1000040371,Canal Finanças pessoais 41,1172504,Jogos;Educação,humor;2025;avançado;iniciante;brasil;notícias,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver como melhorar em finanças pessoais (dicas rápidas) [39] com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana.",2020-03-15,PRIVADO,PL100040131,Finanças pessoais — Série 1,pt-PT
EhxJtlBxfq_,https://www.youtube.com/watch?v=EhxJtlBxfq_,Finanças pessoais na prática — episódio 40,236228,23417,21689,5801,00:22:20,7309,360,UC1000040371,Canal Finanças pessoais 41,1172504,Culinária;Humor,2024;tutorial;review;notícias;saúde;produtividade;treino;brasil,"Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver finanças pessoais na prática — episódio 40 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois.",2022-12-01,PUBLICO,PL100040249,Finanças pessoais — Série 2,pt-BR
jrL33ghnRZE,https://www.youtube.com/watch?v=jrL33ghnRZE,Finanças pessoais: guia completo #41,70086,3782,841,8400,00:41:27,59,2160,UC1000040371,Canal Finanças pessoais 41,1172504,Fitness;Notícias,economia;brasil;aula;passo a passo;games,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Neste vídeo, você vai ver finanças pessoais: guia completo #41 com exemplos diretos.",2024-07-17,PUBLICO,PL100040131,Finanças pessoais — Série 1,pt-BR
h69eS-9s8Vy,https://www.youtube.com/watch?v=h69eS-9s8Vy,Finanças pessoais na prática — episódio 42,56358,5427,7392,1248,00:41:08,117,360,UC1000040371,Canal Finanças pessoais 41,1172504,Humor,notícias;brasil;empreendedorismo;games;iniciante;economia;como fazer;carreira,"Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver finanças pessoais na prática — episódio 42 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana.",2021-07-16,PUBLICO,PL100040249,Finanças pessoais — Série 2,pt-BR
9g8x6b-EAyk,https://www.youtube.com/watch?v=9g8x6b-EAyk,Erros comuns em Finanças pessoais e como evitar (43),159148,11707,9190,16834,00:36:57,12069,720,UC1000040371,Canal Finanças pessoais 41,1172504,Finanças;Viagem,música;review;tecnologia;2024;economia;avançado;treino;empreendedorismo,"Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Neste vídeo, você vai ver erros comuns em finanças pessoais e como evitar (43) com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois.",2024-10-29,PUBLICO,,,en
FZ2higuRYv4,https://www.youtube.com/watch?v=FZ2higuRYv4,Erros comuns em Finanças pessoais e como evitar (44),196396,39869,11706,16933,00:40:11,12934,2160,UC1000040371,Canal Finanças pessoais 41,1172504,Culinária,django;economia;iniciante;dicas;ciência;receita;viagem,"Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver erros comuns em finanças pessoais e como evitar (44) com exemplos diretos.",14/05/2027,PRIVADO,PL100040131,Finanças pessoais — Série 1,pt-BR
PPKNH9q9avZ,https://www.youtube.com/watch?v=PPKNH9q9avZ,Top 7 truques de Finanças pessoais — edição 45,148626,8174,2959,5195,00:39:14,10920,480,UC1000040371,Canal Finanças pessoais 41,1172504,Viagem,notícias;produtividade;receita;django;educação,"Neste vídeo, você vai ver top 7 truques de finanças pessoais — edição 45 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana.",2019-03-15,PUBLICO,PL100040131,Finanças pessoais — Série 1,pt-BR
OYBhageeEod,https://www.youtube.com/watch?v=OYBhageeEod,Erros comuns em Finanças pessoais e como evitar (46),71531,2848,1570,1266,00:07:06,150,480,UC1000040371,Canal Finanças pessoais 41,1172504,Educação;Vlogs;Culinária,empreendedorismo;games;produtividade;educação;música;avançado;tecnologia;viagem,"Neste vídeo, você vai ver erros comuns em finanças pessoais e como evitar (46) com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana.",2020-10-23,PRIVADO,PL100040249,Finanças pessoais — Série 2,pt-BR
Ke_XFXClZDG,https://www.youtube.com/watch?v=Ke_XFXClZDG,Como melhorar em Finanças pessoais (dicas rápidas) [47],188376,9930,1590,2294,00:44:08,1766,720,UC1000040371,Canal Finanças pessoais 41,1172504,Educação;Vlogs,como fazer;carreira;rotina;produtividade,"Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver como melhorar em finanças pessoais (dicas rápidas) [47] com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana.",2020-03-23,PUBLICO,PL100040249,Finanças pessoais — Série 2,pt-BR
8DkJPfDFnVr,https://www.youtube.com/watch?v=8DkJPfDFnVr,Finanças pessoais na prática — episódio 48,95512,2653,2975,4538,00:44:00,3034,2160,UC1000040371,Canal Finanças pessoais 41,1172504,Humor;Fitness;Humor;,produtividade;2025;humor;passo a passo;notícias;tutorial;dicas;review,"Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Neste vídeo, você vai ver finanças pessoais na prática — episódio 48 com exemplos diretos.",2019-08-10,PUBLICO,PL100040131,Finanças pessoais — Série 1,pt-PT
HHY_-UuYfuZ,https://www.youtube.com/watch?v=HHY_-UuYfuZ,Top 7 truques de Finanças pessoais — edição 49,22379,2602,1944,4770,00:06:26,2492,1440,UC1000040371,Canal Finanças pessoais 41,1172504,Educação;Fitness;Viagem,produtividade;brasil;tecnologia;passo a passo,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver top 7 truques de finanças pessoais — edição 49 com exemplos diretos. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana.",2020-04-22,PRIVADO,PL100040372,Finanças pessoais — Série 3,pt-BR
75b5MICH8sl,https://www.youtube.com/watch?v=75b5MICH8sl,Erros comuns em Finanças pessoais e como evitar (50),176962,7555,23987,3365,00:44:45,21015,2160,UC1000040371,Canal Finanças pessoais 41,1172504,Ciência;Culinária;Educação,iniciante;python;avançado;música;aula,"Neste vídeo, você vai ver erros comuns em finanças pessoais e como evitar (50) com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois.",2020-08-13,PUBLICO,,,pt-BR
xKrgbLtSLDw,https://www.youtube.com/watch?v=xKrgbLtSLDw,Top 7 truques de Finanças pessoais — edição 51,149547,3919,4924,4412,00:11:37,1790,720,UC1000040371,Canal Finanças pessoais 41,1172504,Música;Humor,django;rotina;brasil;ciência;empreendedorismo,"Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Neste vídeo, você vai ver top 7 truques de finanças pessoais — edição 51 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois.",2019-04-13,PUBLICO,PL100040372,Finanças pessoais — Série 3,pt-BR
-VOtS-vItV8,https://www.youtube.com/watch?v=-VOtS-vItV8,Erros comuns em Finanças pessoais e como evitar (52),69426,1415,12935,8397,00:30:47,1863,1080,UC1000040371,Canal Finanças pessoais 41,1172504,Fitness;Ciência,viagem;2025;ciência;django;dicas,"Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver erros comuns em finanças pessoais e como evitar (52) com exemplos diretos.",2019-10-12,PUBLICO,PL100040131,Finanças pessoais — Série 1,es
So4-Q8WktEV,https://www.youtube.com/watch?v=So4-Q8WktEV,Top 7 truques de Finanças pessoais — edição 53,220928,12539,20073,1396,00:06:43,28265,480,UC1000040371,Canal Finanças pessoais 41,1172504,Música,música;humor;como fazer;receita;2024;django;rotina,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver top 7 truques de finanças pessoais — edição 53 com exemplos diretos. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana.",2024-01-27,PUBLICO,PL100040372,Finanças pessoais — Série 3,pt-BR
pY5gFFrDm2N,https://www.youtube.com/watch?v=pY5gFFrDm2N,Top 7 truques de Finanças pessoais — edição 54,243853,13157,37626,8086,00:03:30,494,480,UC1000040371,Canal Finanças pessoais 41,1172504,Vlogs,viagem;avançado;humor;ciência,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver top 7 truques de finanças pessoais — edição 54 com exemplos diretos. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana.",2019-05-29,PUBLICO,PL100040249,Finanças pessoais — Série 2,pt-BR
LilkF9DbBjh,https://www.youtube.com/watch?v=LilkF9DbBjh,Como melhorar em Finanças pessoais (dicas rápidas) [55],223756,4724,35005,5091,00:51:11,38260,2160,UC1000040371,Canal Finanças pessoais 41,1172504,Educação,empreendedorismo;treino;iniciante;2025;viagem;aula;ciência,"Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Neste vídeo, você vai ver como melhorar em finanças pessoais (dicas rápidas) [55] com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas.",2021-01-30,PUBLICO,PL100040131,Finanças pessoais — Série 1,es
GJxQnVEMmfw,https://www.youtube.com/watch?v=GJxQnVEMmfw,Como melhorar em Finanças pessoais (dicas rápidas) [56],7861,641,808,203,00:29:03,1415,720,UC1000040371,Canal Finanças pessoais 41,1172504,Música;Tecnologia;Ciência,tecnologia;empreendedorismo;música;dicas;produtividade,"Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver como melhorar em finanças pessoais (dicas rápidas) [56] com exemplos diretos. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana.",2024-05-18,PUBLICO,PL100040131,Finanças pessoais — Série 1,pt-BR
HwuTqweNzDb,https://www.youtube.com/watch?v=HwuTqweNzDb,Finanças pessoais: guia completo #57,101698,7595,5208,1103,00:31:00,7694,1080,UC1000040371,Canal Finanças pessoais 41,1172504,Fitness,django;empreendedorismo;2024;viagem;tecnologia;avançado,"Neste vídeo, você vai ver finanças pessoais: guia completo #57 com exemplos diretos. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana.",2020-08-21,PUBLICO,PL100040249,Finanças pessoais — Série 2,pt-BR
FRlp54F73Zb,https://www.youtube.com/watch?v=FRlp54F73Zb,Erros comuns em Finanças pessoais e como evitar (58),43450,1678,16106,1305,00:31:41,2166,360,UC1000040371,Canal Finanças pessoais 41,1172504,Música;Viagem,treino;tutorial;rotina;música;python;ciência;avançado,"Conteúdo em português, focado em aplicação prática e boas práticas. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Neste vídeo, você vai ver erros comuns em finanças pessoais e como evitar (58) com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois.",2025-04-10,PUBLICO,,,es
26yYLOWliEK,https://www.youtube.com/watch?v=26yYLOWliEK,Top 7 truques de Finanças pessoais — edição 59,190989,1514,61749,22852,00:03:04,25172,2160,UC1000040371,Canal Finanças pessoais 41,1172504,Educação,2024;rotina;música;brasil;ciência;como fazer;produtividade;receita,"Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver top 7 truques de finanças pessoais — edição 59 com exemplos diretos. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana.",2025-12-04,PRIVADO,PL100040249,Finanças pessoais — Série 2,pt-BR
cm0uwAmHqnm,https://www.youtube.com/watch?v=cm0uwAmHqnm,Finanças pessoais na prática — episódio 60,238277,8867,35884,35496,00:44:09,13827,1080,UC1000040371,Canal Finanças pessoais 41,1172504,Tecnologia,ciência;notícias;viagem;review,"Neste vídeo, você vai ver finanças pessoais na prática — episódio 60 com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Finanças pessoais 41. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas.",2023-06-16,PUBLICO,,,pt-PT
pBySEfjBZBB,https://www.youtube.com/watch?v=pBySEfjBZBB,Top 7 truques de Receitas rápidas — edição 1,87425,12310,15539,15846,00:54:21,11771,1080,UC1000041862,Canal Receitas rápidas 42,2205236,Culinária,notícias;música;python;receita;review;iniciante;empreendedorismo,"Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver top 7 truques de receitas rápidas — edição 1 com exemplos diretos. Canal: Canal Receitas rápidas 42. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas.",2019-01-30,PUBLICO,PL100041155,Receitas rápidas — Série 1,pt-BR
IkiE00se0X2,https://www.youtube.com/watch?v=IkiE00se0X2,Receitas rápidas: guia completo #2,1841,387,23,279,00:25:59,64,2160,UC1000041862,Canal Receitas rápidas 42,2205236,Viagem;Música;Fitness,django;2025;passo a passo;tutorial;review;notícias;dicas,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver receitas rápidas: guia completo #2 com exemplos diretos. Canal: Canal Receitas rápidas 42. Novos vídeos toda semana.",2021-08-04,PUBLICO,PL100041262,Receitas rápidas — Série 2,en
C9fXowJPVTo,https://www.youtube.com/watch?v=C9fXowJPVTo,Top 7 truques de Receitas rápidas — edição 3,96187,7280,48639,5290,00:10:05,5457,360,UC1000041862,Canal Receitas rápidas 42,2205236,Finanças;Educação;Tecnologia,tecnologia;notícias;viagem;ciência;tutorial;humor;empreendedorismo,"Neste vídeo, você vai ver top 7 truques de receitas rápidas — edição 3 com exemplos diretos. Canal: Canal Receitas rápidas 42. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois.",2025-09-18,PUBLICO,PL100041322,Receitas rápidas — Série 3,pt-BR
J-pHATjwbfJ,https://www.youtube.com/watch?v=J-pHATjwbfJ,Como melhorar em Receitas rápidas (dicas rápidas) [4],186510,20698,48671,14511,00:56:35,7110,1440,UC1000041862,Canal Receitas rápidas 42,2205236,Jogos;Finanças;Notícias,saúde;notícias;tecnologia;iniciante;games;2025;dicas;aula,"Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver como melhorar em receitas rápidas (dicas rápidas) [4] com exemplos diretos. Se este material te ajudou, compartilhe e salve para rever depois. Canal: Canal Receitas rápidas 42. Novos vídeos toda semana.",2019-11-16,PUBLICO,PL100041262,Receitas rápidas — Série 2,es
nQivcVHeIzN,https://www.youtube.com/watch?v=nQivcVHeIzN,Como melhorar em Receitas rápidas (dicas rápidas) [5],167799,13929,70558,5630,00:21:53,3163,2160,UC1000041862,Canal Receitas rápidas 42,2205236,Tecnologia,educação;python;tutorial;saúde;games;brasil,"Canal: Canal Receitas rápidas 42. Novos vídeos toda semana. Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver como melhorar em receitas rápidas (dicas rápidas) [5] com exemplos diretos.",2021-04-12,PRIVADO,PL100041262,Receitas rápidas — Série 2,pt-BR
4H40SaRM_W_,https://www.youtube.com/watch?v=4H40SaRM_W_,Como melhorar em Receitas rápidas (dicas rápidas) [6],210046,5515,16124,65562,00:54:23,17050,480,UC1000041862,Canal Receitas rápidas 42,2205236,Notícias,educação;saúde;viagem;tecnologia;brasil,"Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver como melhorar em receitas rápidas (dicas rápidas) [6] com exemplos diretos. Canal: Canal Receitas rápidas 42. Novos vídeos toda semana. Se este material te ajudou, compartilhe e salve para rever depois.",2021-04-10,PUBLICO,PL100041322,Receitas rápidas — Série 3,pt-BR
l8j4U9Dusy3,https://www.youtube.com/watch?v=l8j4U9Dusy3,Receitas rápidas: guia completo #7,51759,2527,5563,4292,00:38:17,1991,2160,UC1000041862,Canal Receitas rápidas 42,2205236,Humor;Educação,python;como fazer;saúde;tecnologia;economia,"Se este material te ajudou, compartilhe e salve para rever depois. Conteúdo em português, focado em aplicação prática e boas práticas. Neste vídeo, você vai ver receitas rápidas: guia completo #7 com exemplos diretos. Canal: Canal Receitas rápidas 42. Novos vídeos toda semana.",2020-09-11,PUBLICO,PL100041322,Receitas rápidas — Série 3,pt-PT
Cs26HQtgr2d,https://www.youtube.com/watch?v=Cs26HQtgr2d,Erros comuns em Receitas rápidas e como evitar (8),91224,13787,48899,5347,00:15:53,403,1080,UC1000041862,Canal Receitas rápidas 42,2205236,Tecnologia,avançado;viagem;dicas;música;2024,"Conteúdo em português, focado em aplicação prática e boas práticas. Se este material te ajudou, compartilhe e salve para rever depois. Neste vídeo, você vai ver erros comuns em receitas rápidas e como evitar (8) com exemplos diretos. Canal: Canal Receitas rápidas 42. Novos vídeos toda semana.",2023-09-16,PUBLICO,PL100041262,Receitas rápidas — Série 2,pt-BR
